,0,1,2,3,4
2015-02-09,-0.023508214285714295,-0.028278142857142863,-0.02586171428571429,-0.09484342857142855,0.01826057142857142
2015-02-10,0.17736939999999998,0.17736939999999998,0.12483933333333333,0.10997459999999999,0.11913873333333336
2015-02-11,-0.026050500000000008,-0.02847775000000001,-0.02847775000000001,0.0556995,0.06762756249999999
2015-02-12,0.019141529411764703,0.026584823529411765,0.04052758823529412,0.04052758823529412,0.030978705882352933
2015-02-13,-0.04399489473684211,0.037039052631578945,-0.03754357894736843,-0.06660526315789475,-0.06660526315789475
2015-02-16,0.0079802,-0.00974896000000001,0.003930039999999998,0.01697064,-0.0030645599999999974
2015-02-17,0.13315092307692308,0.14784888461538465,-0.32087423076923105,0.14922926923076926,0.13232619230769233
2015-02-18,0.8385554615384616,-0.3708990000000001,-0.010789923076923067,-0.05222857692307693,-0.39653784615384624
2015-02-19,0.06798326923076924,-0.5889424615384614,0.08631861538461537,0.10836300000000001,0.11771911538461537
2015-02-20,0.10269537037037038,0.13600733333333334,0.33506544444444464,0.046690888888888886,0.06291988888888889
2015-02-23,-0.053740187499999995,-0.007767875000000017,-0.44457718750000025,-0.4417821250000003,-0.007718749999999997
2015-02-24,0.13500951515151524,-0.023592151515151528,0.005076363636363645,0.01407615151515153,0.014682848484848498
2015-02-25,0.04467415151515151,0.021131909090909076,-0.02885272727272727,0.09037657575757577,-0.04764169696969697
2015-02-26,0.06366539393939394,0.05756672727272727,0.0713679696969697,0.33884954545454543,0.0343528484848485
2015-02-27,0.03720385294117645,0.04145008823529411,0.04080949999999999,0.025259647058823533,0.034542058823529426
2015-03-02,0.02175,0.05652777777777775,0.06072222222222223,-0.06172222222222223,-0.06061111111111111
2015-03-03,-0.2889552777777778,-0.17214916666666671,-0.01741391666666666,0.057562277777777796,0.10605305555555558
2015-03-04,0.06757932432432433,0.03894675675675678,-0.004793648648648662,-0.006906972972972974,0.2521834054054053
2015-03-05,0.0014476756756756771,0.0698330540540541,0.0025788108108108065,-0.0019220540540540545,0.00042786486486486367
