,LMD,HIV4,VADER,FinBERT,Average
2015-02-03,0.0,0.0,0.0,0.0,0.0
2015-02-04,0.026379666666666204,0.09623085714285573,0.07650426666666799,-0.035150399999999984,-0.03135947619047668
2015-02-05,0.047242593750000304,0.08621868749999968,-0.061228083333334155,-6.754166666792438e-05,0.005239656249999386
2015-02-06,-0.09577339583333373,0.0726614375,-0.050968861111111714,-0.09037308333333417,-0.06703372916666753
2015-02-09,-0.0027823757575763577,-0.0428155030303023,-0.013619499999999998,-0.1022062868852462,-0.060100133333333715
2015-02-10,-0.07371319047619095,-0.09360100000000017,-0.09241651063829787,-0.13383225531914958,-0.05458976190476207
2015-02-11,0.06131148529411706,-0.011466426470588681,-0.06277851923076941,-0.007165076923077309,0.026264382352940447
2015-02-12,-0.07214627777777707,-0.0095436388888882,-0.024438456140349125,-0.0183090175438593,-0.06398318055555431
2015-02-13,-0.011963500000000123,0.026478437499999005,0.09229803225806354,-0.07504403225806534,-0.057880387500001115
2015-02-16,-0.0011609763779527936,-0.00046974015748011484,0.0010907587939698509,-0.0020766331658281416,-0.0009499764705879618
2015-02-17,-0.02333073563218406,0.050262344827586555,0.03247805970149312,0.019869895522388183,0.03736433333333373
2015-02-18,-0.017400000000000655,0.04400420879120846,0.0065492253521119625,0.0037584647887321226,-0.0024849239130433735
2015-02-19,-0.008982589473683895,-0.034865431578946296,0.03624952631579056,-0.0235821973684204,-0.022569791666666443
2015-02-20,0.031116121212120602,0.05303346464646401,-0.013318225000000272,0.02323739999999999,0.057371309999999925
2015-02-23,0.019726867986798544,-0.02609898349834997,-0.020808472000000078,0.07073642399999952,0.017826529411764606
2015-02-24,0.039966294117646864,-0.004017941176470103,-0.00015730588235211883,-0.0004573294117645859,0.024580000000000483
2015-02-25,-0.022125780952381147,0.004430333333332954,0.0059732758620683855,3.803448275874839e-05,0.008236245283018404
2015-02-26,0.03592327777777733,-0.023524944444444522,-0.024742366666667227,0.02188297777777784,-0.017088798165137368
2015-02-27,0.005947827272726365,0.022209499999999813,0.016882703296703407,0.014027923076922973,0.04920673873873854
2015-03-02,-0.02979696969696914,-0.06495757575757562,-0.021575091575091382,0.012860805860805092,-0.04912912912912887
2015-03-03,-0.025044360360360354,-0.060726621621620715,-0.0522200439560433,0.03464318681318648,-0.02024874107142848
2015-03-04,0.04189823684210587,0.03753376315789413,0.04002942553191415,-0.002570755319148614,0.02948085217391322
2015-03-05,-0.0168135614035079,0.03402592105263157,0.0382387234042551,-0.010052627659574253,0.014220643478261043
2015-03-06,-0.045830434782608266,0.024845443478260943,-0.006151926315789598,-0.045098178947367985,0.02553228448275887
2015-03-09,-0.0030032318840580285,0.012891118840578782,0.052510762237760925,0.011024954545454163,0.014176244252872817
2015-03-10,0.05018632478632436,-0.0691589059829059,0.004164175257732059,0.016487587628865673,-0.0120829067796612
2015-03-11,-0.02146214529914547,0.012738102564101452,-0.013165298969072996,-0.015772896907216803,-0.0012523644067802607
2015-03-12,0.016271016949152804,-0.02857674576271203,-0.038012867346939094,0.03240791836734662,0.024564025210083953
2015-03-13,0.006854361344537903,-0.013146932773110001,0.023647545454545036,-0.022117232323233038,-0.006467625000000833
2015-03-16,0.01945413128491645,-0.008546717877094441,0.012817167785235135,0.07251288590604005,0.001163864265928309
2015-03-17,-0.04183036974789902,0.020064268907563097,0.0438777699999997,0.03377981000000039,0.06356371666666659
2015-03-18,-0.04550756666666709,0.011446208333333076,-0.02857096039603922,0.02042283168316801,0.008975528925620466
2015-03-19,0.015566350000000489,-0.04348738333333284,-0.05630337254901893,0.02641553921568666,-0.04044841322313976
2015-03-20,0.005045578512396192,0.027548157024792564,-0.0012046310679616448,0.0016130485436889317,0.01843308196721278
2015-03-23,-0.03648622038567506,-0.009463743801654038,0.040025333333332656,-0.030086734627831912,0.00808201634877283
2015-03-24,-0.018061401639344596,-0.0025273852459009876,-0.005801759615383656,-0.03362204807692308,-0.02184776612903113
2015-03-25,0.0024777295081966372,0.01169140163934443,0.0026547500000004783,0.011142961538461442,-0.017402895161290236
2015-03-26,-0.021461560975609754,-0.012919186991869431,-6.864423076788318e-05,-0.03122452884615346,0.0023985564516135517
2015-03-27,-0.021099325203251463,0.02616701626016236,0.014257874999999616,0.04007924999999971,0.014514685483871295
2015-03-30,0.012721092391304053,0.026561747282608558,0.013747699680511143,0.00019464217252345253,0.023633372654155632
2015-03-31,-0.024690237704917625,-0.023010918032786973,0.003665346153845674,-0.019126567307692594,-0.015473556451613548
2015-04-01,-0.008910569105691556,0.023097560975609596,0.02610576923076953,0.029663461538461434,0.0057580645161292065
2015-04-02,-0.0010157398373977311,0.01608181300812991,0.00975008571428532,-0.034483057142857154,0.015550184000000244
2015-04-03,0.0,0.0,0.0,0.0,0.0
2015-04-06,0.0,0.0,0.0,0.0,0.0
2015-04-07,0.0,0.0,0.0,0.0,0.0
2015-04-08,-0.03605743548387121,-0.003730064516129438,-0.007774532710280464,-0.028309093457943364,-0.012664873015873006
2015-04-09,-0.01574393599999977,-0.04378140799999975,-0.05483318518518482,-0.0059513981481481345,-0.03959788976377915
2015-04-10,0.0006570960000003333,0.029151751999999996,0.04951952777777739,-0.03162351851851872,0.0028775748031495884
2015-04-13,-0.020245632275132267,0.022714410052909733,0.010167604863221612,0.015647027355622827,0.012817330729166507
2015-04-14,0.0018905079365077737,0.008859492063492685,-0.017634072727272635,-0.04801061818181836,-0.0017410156249999982
2015-04-15,0.016305253968254448,-0.014319436507936597,0.04663209909909883,0.07430281981982009,0.037970000000000385
2015-04-16,0.01447155118110134,0.05462896850393684,-0.008074666666667025,-0.010118036036036492,0.009227155038759226
2015-04-17,0.020779078740157723,0.023985362204723935,0.007461151785714289,0.01170634821428661,0.027610310077518994
2015-04-20,-0.014014307291667,-0.03775795833333273,-0.010982436950146519,0.013263656891495768,-0.030395599999999922
2015-04-21,-0.022594054263566123,-0.009622511627906583,0.004884913043478261,0.004130069565216697,-0.008366946564885262
2015-04-22,-0.022860423076923073,-0.02701628461538431,-0.03598299999999932,0.04419075000000027,-0.018238242424242424
2015-04-23,0.02285273076923069,0.014962315384615536,0.01268783760683778,-0.011317923076923243,0.01632437878787856
2015-04-24,0.0027388307692303077,0.009839707692306998,0.022089837606836405,0.014750863247862305,0.029560780303029166
2015-04-27,-0.037579908396947304,-0.01059511450381606,-0.01925090395480102,-0.00877106214689314,-0.018527259445843304
2015-04-28,-0.03702231297709894,-0.04261267938931237,-0.026427067226890606,-0.01842088235294076,-0.020557360902255344
2015-04-29,0.02005378787878796,0.006932939393939775,0.020164950000000334,0.010527416666666916,0.005029909774436317
2015-04-30,-0.015309045454545155,0.02291042424242417,0.031324165289256196,0.0031776115702473445,0.0037670451127812853
2015-05-01,-0.030781954887218188,-0.030736842105263076,-0.035024793388429266,-0.01407438016528934,-0.029559701492537303
2015-05-04,-0.020472573934836653,-0.02786683959899686,-0.03805673901098875,0.0036991840659338256,-0.022171539800994594
2015-05-05,0.011608360902255874,-0.007351639097743914,0.01375033884297595,-0.007634752066116366,-0.0010006268656711894
2015-05-06,0.007516360902254737,-0.0024228796992482736,-0.011602680327868124,-0.006841098360655239,-0.0005960746268658214
2015-05-07,-0.0039019624060151973,0.024485120300751274,0.03889000819672065,0.027658368852458523,0.023651902985074028
2015-05-08,-0.017013270676691655,0.0056515112781951905,-0.0013309590163936048,-0.000629016393443119,0.0019452537313432133
2015-05-11,-0.028577126550868196,-0.045346848635234596,-0.009512371967654093,-0.03617211590296548,-0.06361174137930987
2015-05-12,-0.006417074626865441,0.012562201492537088,0.003484677419354754,0.024223661290323228,0.02354174814814815
2015-05-13,-0.024526029850746037,0.008606552238805748,-0.014591903225806703,0.029669290322581282,0.0038746888888887285
2015-05-14,-0.01634454477611851,0.03373222388059746,0.015968072580645816,-0.03889347580645194,0.03243635555555579
