,0,1,2,3,4
2015-02-09,-0.12625714285714285,-0.08608164285714284,-0.08018964285714286,-0.04291992857142856,-0.032452642857142854
2015-02-10,0.09966673333333331,0.030685600000000004,0.08660753333333333,0.0909246,0.04782606666666665
2015-02-11,-0.018896125000000003,-0.6431021875000001,-0.6032933125000002,0.07247343749999999,0.07417075000000002
2015-02-12,0.05211129411764706,0.05929617647058823,-0.015116235294117632,-0.013578176470588224,0.021624882352941185
2015-02-13,0.027565789473684193,0.07273194736842108,-0.013598789473684241,0.018123842105263153,0.007919052631578953
2015-02-16,0.0028615599999999982,0.004029559999999998,0.005309919999999995,-0.005229760000000007,0.01193544
2015-02-17,-0.564798153846154,0.14876415384615385,0.1815068076923077,0.18516903846153845,-0.444024653846154
2015-02-18,0.053904615384615405,0.4917467307692306,0.07540292307692309,0.024615769230769257,0.024562961538461558
2015-02-19,0.06131734615384614,-0.1867036153846155,-0.18997734615384607,-0.1682259230769232,-0.141929076923077
2015-02-20,0.10633222222222224,-0.03329351851851853,0.09273103703703701,0.08020144444444444,0.06498740740740738
2015-02-23,0.02578449999999994,0.00111700000000001,0.11580978124999994,0.27480431249999987,0.11782221874999996
2015-02-24,-0.6635813333333336,-0.016322060606060597,0.042521303030303076,0.4299618484848483,0.7461818787878783
2015-02-25,-0.13850784848484843,0.11027624242424244,-0.27209124242424254,0.019569303030303062,0.7491813939393935
2015-02-26,-0.17065963636363643,0.08548175757575759,0.06925215151515152,0.08466433333333336,0.09668248484848482
2015-02-27,-0.12345226470588223,-0.10661735294117637,0.12870944117647057,0.036380941176470595,0.10281667647058822
2015-03-02,0.018083333333333337,0.06663888888888887,0.05780555555555553,0.06066666666666666,0.07499999999999998
2015-03-03,-0.02615769444444445,-0.16177525000000004,-0.03905841666666666,-0.03831036111111111,-0.17576055555555573
2015-03-04,0.012472729729729742,-0.004255513513513518,-0.18926278378378383,-0.0021577567567567383,-0.0005841621621621555
2015-03-05,0.5248780000000001,-0.0008775945945945939,-0.00022516216216216157,-0.00718783783783784,0.5337174594594596
2015-03-06,-0.13164713513513518,-0.015175486486486499,-0.011433540540540552,0.006927729729729733,-0.28129008108108083
2015-03-09,0.2289861578947367,-0.0024256578947368214,-0.11022173684210536,-0.11396986842105274,-0.039733736842105245
2015-03-10,0.03169047368421056,-0.04628610526315793,-0.050868105263157944,0.03640113157894739,0.02495557894736844
2015-03-11,0.007815605263157867,0.1890774210526315,0.2392197631578949,0.024730815789473653,0.18170184210526308
2015-03-12,0.0595068157894737,0.11112481578947372,0.07152918421052634,0.09085923684210528,0.14554497368421057
2015-03-13,-0.09996592105263155,-0.10857989473684211,-0.1914765,0.4468078157894735,-0.11590260526315786
2015-03-16,-0.055101974358974355,-0.07311328205128202,-0.01430348717948719,-0.008553153846153854,-0.017259358974358974
2015-03-17,0.034102589743589797,-0.11200353846153849,0.1342917692307693,-0.06689135897435897,-0.06989669230769228
2015-03-18,-0.07531071794871796,-0.03157848717948719,0.021350333333333325,-0.027205333333333345,-0.008070282051282037
2015-03-19,0.14246147500000003,0.19334734999999992,0.30135767500000016,0.05297757499999999,0.031028549999999995
2015-03-20,-0.061251374999999976,-0.08442877499999996,0.015143124999999992,0.031753649999999994,-0.031069499999999993
2015-03-23,0.04277519512195121,0.026748390243902444,0.5047814878048782,0.49633741463414643,-0.013704243902439045
2015-03-24,-0.0027462195121951433,0.08347331707317066,-0.01501539024390246,0.02789741463414631,0.03958956097560974
2015-03-25,0.014993878048780485,-0.005430609756097568,-0.004815634146341463,0.03230321951219512,-0.0011377804878048674
2015-03-26,-0.025607048780487814,0.2870184390243903,-0.012802048780487827,0.029539341463414647,0.04802892682926833
2015-03-27,-0.013122853658536581,-0.006029219512195131,-0.09915429268292685,-0.03387073170731706,-0.02070858536585365
2015-03-30,-0.006522951219512226,-0.34219236585365886,0.009668609756097566,-0.010700536585365858,-0.33625880487804916
2015-03-31,-0.05230141463414637,-0.03185229268292685,-0.026537365853658536,-0.04149448780487805,-0.021299585365853635
2015-04-01,0.007121951219512195,0.008292682926829272,0.07707317073170729,0.056512195121951256,0.0454146341463415
2015-04-02,0.02788307317073172,0.035247609756097566,0.03621980487804879,0.011519390243902469,0.023840829268292684
2015-04-08,0.05097535714285716,0.03745328571428571,-0.056785785714285664,0.03008016666666667,0.021575619047619052
2015-04-09,-0.1220068333333334,-0.13713219047619052,0.06576483333333331,0.12095688095238102,0.06304404761904761
2015-04-10,0.018135095238095256,-5.707142857145904e-05,-0.004939904761904781,0.03762338095238096,0.05972995238095239
2015-04-13,-0.012852651162790715,-0.02367241860465115,-0.00982800000000001,-0.028345744186046504,-0.005005697674418599
2015-04-14,-0.032588232558139536,-0.04513634883720929,-0.02846716279069768,-0.039853209302325596,-0.010225837209302325
2015-04-15,-0.050622162790697624,0.14312020930232558,0.07499318604651165,0.06977141860465116,0.08255753488372097
2015-04-16,-0.014500454545454556,0.5393723181818187,-0.05273784090909091,-0.02639977272727274,-0.012489272727272738
2015-04-17,0.0028432272727272868,-0.023512568181818173,0.0567987272727273,-0.0050923409090909075,-0.01784277272727272
2015-04-20,0.046112044444444444,0.023921133333333344,-0.027338688888888872,0.031610600000000016,0.05024120000000001
2015-04-21,0.1393466444444445,-0.006052088888888855,-0.04919833333333332,-0.014354266666666662,-0.059892111111111083
2015-04-22,0.3247854000000001,0.09099728888888889,0.022237599999999975,0.06323433333333332,0.0703040444444444
2015-04-23,-0.057276177777777736,0.053765222222222166,0.020922533333333326,-0.16084917777777769,-0.017313222222222223
2015-04-24,-0.040011847826086924,0.06377789130434781,-0.3679248260869567,0.22535669565217387,0.021612434782608707
2015-04-27,-0.0016223829787233876,-0.06719068085106386,0.04102225531914898,0.04196282978723404,0.01177017021276595
2015-04-28,-0.017189489361702132,0.012113468085106369,0.05199853191489364,-0.014949148936170215,0.013693297872340427
2015-04-29,-0.0034069787234042646,0.03796727659574466,0.04801304255319149,0.35352202127659604,-0.011415808510638299
2015-04-30,0.016654829787234045,-0.19315293617021292,0.026912276595744716,0.01739708510638298,0.4179183404255324
2015-05-01,0.18782978723404256,0.0057234042553191795,0.02474468085106382,-0.5735531914893621,-0.17606382978723406
2015-05-04,0.005723166666666659,-0.026107041666666674,0.26169050000000016,-0.026003062500000007,-0.02054241666666665
2015-05-05,0.08723087500000001,0.04870541666666667,0.047640291666666675,0.03816225000000001,0.06209458333333335
2015-05-06,-0.02016781249999999,-0.2877056874999997,0.02433660416666666,0.04359041666666669,0.02193647916666666
2015-05-07,0.07104152083333329,0.02504941666666671,0.023384958333333275,0.024546020833333272,0.00039981250000003794
2015-05-08,-0.09047531249999999,-0.06800489583333337,-0.045003708333333343,-0.0535817291666667,-0.06104875000000002
2015-05-11,0.06208753061224491,0.05171208163265306,0.004612367346938776,0.007287000000000008,-0.025171081632653088
2015-05-12,0.011559816326530602,-0.011864632653061232,-0.003959836734693857,-0.06006095918367349,-0.059329612244897974
2015-05-13,-0.053752142857142866,0.011559816326530602,-0.011864632653061232,-0.003959836734693857,-0.06006095918367349
2015-05-14,0.0009991224489796103,-0.008937306122448958,0.11247181632653062,0.20480038775510212,0.2035072857142858
2015-05-15,0.02626265306122449,0.0009991224489796103,-0.008937306122448958,0.11247181632653062,0.20480038775510212
2015-05-18,0.006822591836734673,-0.03266883673469387,-0.033119673469387746,-0.016138510204081614,-0.011893326530612279
2015-05-19,0.04303271428571426,0.20759210204081613,0.03605059183673467,0.036583673469387734,0.0917397551020408
2015-05-20,-0.045493673469387756,-0.04211393877551021,-0.03112518367346937,-0.03092506122448978,-0.03570120408163264
2015-05-21,0.006248122448979592,0.07369724489795926,0.09118051020408166,0.016542489795918373,-0.02253944897959183
2015-05-22,0.04854487755102042,0.020515510204081645,-0.014361020408163226,0.03585369387755103,0.05143304081632653
2015-05-25,-0.06736440816326522,-0.0625293469387754,0.05162010204081635,-0.010394102040816281,0.024525367346938786
2015-05-26,-0.07325479591836741,-0.07602614285714292,-0.077147918367347,-0.025185000000000034,-0.027676673469387725
2015-05-27,-0.017358857142857162,-0.024580122448979613,-0.02186861224489797,-0.02217553061224491,-0.04514081632653062
2015-05-28,0.207871836734694,-0.004003816326530615,-0.004639306122449009,0.004456448979591816,0.004986734693877523
2015-05-29,-0.04467026530612245,0.207871836734694,-0.004003816326530615,-0.004639306122449009,0.004456448979591816
2015-06-01,-0.023282367346938775,-0.04416059183673469,-0.042124285714285704,-0.04467026530612245,0.207871836734694
2015-06-02,-0.027619714285714282,-0.023282367346938775,-0.04416059183673469,-0.042124285714285704,-0.04467026530612245
2015-06-03,0.20664204081632664,-0.027619714285714282,-0.023282367346938775,-0.04416059183673469,-0.042124285714285704
2015-06-04,0.02488159183673468,0.20664204081632664,-0.027619714285714282,-0.023282367346938775,-0.04416059183673469
2015-06-05,-0.03853061224489796,-0.06483673469387756,-0.12887755102040818,-0.024408163265306086,-0.0278367346938775
2015-06-08,-0.08076022448979596,0.024186448979591883,-0.0784118367346939,-0.07231612244897959,-0.0026684489795918385
2015-06-09,0.013360510204081652,0.019149632653061223,0.007327693877551042,0.016596591836734682,0.011679428571428592
2015-06-10,0.05149797959183674,0.002720897959183644,-0.0065689387755102045,0.026035999999999983,-0.042240632653061216
2015-06-11,0.06262802040816323,0.05149797959183674,0.002720897959183644,-0.0065689387755102045,0.026035999999999983
2015-06-12,-0.07926757142857138,-0.03903310204081633,-0.05176889795918368,-0.1938435102040817,-0.035002285714285736
2015-06-15,-0.048880693877550986,-0.0724218979591837,-0.016586408163265343,-0.0050723469387755574,-0.08516940816326533
2015-06-16,-0.3606355102040818,-0.10376477551020408,-0.011672408163265296,0.005385918367346965,0.0059730204081633025
2015-06-17,-0.20538867346938786,0.06327348979591847,-0.04391040816326531,-0.07849767346938775,-0.02792671428571428
2015-06-18,0.13727573469387752,-0.03252267346938777,0.09592763265306116,-0.0008744897959183691,0.020563673469387745
2015-06-19,0.36838134693877556,-0.6416656122448978,0.3557038367346939,-0.035586938775510245,0.004604612244897942
2015-06-22,-0.029357140000000025,-0.05345357999999993,-0.05370947999999993,-0.07208035999999995,-0.41568617999999957
2015-06-23,0.09604579999999992,0.030957380000000034,0.1343622600000001,0.13445752000000008,-0.21667214000000012
2015-06-24,0.0006832999999999993,-0.7299194199999994,-0.02763696000000001,-0.06870696000000003,-0.07245630000000003
