,LMD,HIV4,VADER,FinBERT,Average
2015-02-03,0.0,0.0,0.0,0.0,0.0
2015-02-04,0.1727867500000025,0.22290449999999498,0.43766333333333335,-0.42559700000000006,0.11160400000000252
2015-02-05,0.059143000000001625,0.11989649999999832,-0.01615725000000751,0.014008999999997501,-0.010899166666666665
2015-02-06,-0.20111766666666558,-0.05954333333333111,-0.27436257142857423,-0.04548742857142574,-0.11232522222222227
2015-02-09,-0.06564642424242331,0.03769484848484878,0.05727233333333334,-0.18830420833333122,-0.07841215151515
2015-02-10,0.02220758333333333,-0.11960250000000168,0.15061755555555442,0.015431555555556664,0.02328324999999833
2015-02-11,0.05344576923076923,-0.006914461538463089,0.09438500000000102,-0.11168159999999999,0.009697000000000764
2015-02-12,-0.025562071428569283,-0.12283221428571285,-0.0335588181818182,-0.04783499999999909,-0.019069642857142147
2015-02-13,0.05380531249999875,0.13895737499999686,-0.05015941666666917,0.05003374999999668,0.034663374999997505
2015-02-16,0.0005153799999999997,-0.0028388199999992004,-0.005452538461536924,-0.002766076923075128,-0.00021449019607745133
2015-02-17,0.07587541176470411,0.10341994117647178,0.07413207692307926,-0.04815184615384618,0.15748605882352765
2015-02-18,-0.1658975555555561,0.0008858333333338784,0.10062664285714214,0.005282071428570716,-0.09276338888888945
2015-02-19,0.07134884210526157,-0.044913631578945776,-0.05959419999999867,-0.054716066666665994,-0.012142684210526309
2015-02-20,-0.03889184210526315,0.11905636842105159,0.07886631249999937,0.0849188125,0.05780974999999851
2015-02-23,0.01761560000000016,-0.03394978333333318,0.028855199999998603,0.0163365599999976,0.022569754098358694
2015-02-24,-0.019837450000000503,0.05746350000000001,-0.14002552941176352,0.003148000000001765,-0.0035974499999994946
2015-02-25,-0.03465942857142905,-0.08851195238095286,0.02600117647058646,0.0464943529411747,-0.0017201428571438158
2015-02-26,0.022597809523810457,-0.10299185714285576,0.05367799999999945,-0.043425555555554975,-0.010399095238092368
2015-02-27,0.01663109090909,0.04456413636363454,0.05985494444444445,0.051202055555554446,0.0037974999999990855
2015-03-02,-0.022681818181817293,-0.015136363636363032,-0.04568518518518498,-0.04424074074074072,0.00710606060606121
2015-03-03,-0.10190181818181816,-0.1340508636363641,-0.06373727777777723,-0.0016476111111100081,-0.09868218181818225
2015-03-04,0.037187045454545896,0.09074963636363498,0.07793172222221943,-0.035809944444445546,-0.03612191304347826
2015-03-05,-0.03289309090909,0.024437818181819546,0.08990994444444443,-0.0032267222222199985,0.027469782608696956
2015-03-06,-0.03319230434782522,0.16836856521739046,0.10713657894736947,-0.23771115789473427,-0.05076295652173696
2015-03-09,0.012756260869565801,0.0038638695652175366,0.08321561403508719,0.08801375438596422,0.09513897101449131
2015-03-10,-0.01587308695652173,-0.04995165217391521,0.0329513684210516,0.06794557894736734,0.06410160869565175
2015-03-11,0.00832656521739174,-0.013227000000001304,-0.022570789473684207,-0.026958947368420014,-0.04537530434782607
2015-03-12,-0.039318869565215644,-0.08053160869565175,-0.15205389473684158,-0.0030735263157899927,-0.0964483478260852
