,LMD,HIV4,VADER,FinBERT,Average
2015-02-03,0.101062750000005,0.019776000000002493,0.020635999999996664,-1.2250693333333367,-0.23344624999999752
2015-02-04,-0.013941833333331644,0.24983999999999668,0.08226524999999998,0.08245175000000002,0.004543666666666691
2015-02-05,-0.0656218888888889,0.06889711111110888,0.1523638571428557,0.03137142857142857,0.013021444444443333
2015-02-06,0.04451710000000198,-0.22601369999999893,-0.21781114285714281,0.24932142857142708,-0.061814799999999066
2015-02-09,0.020053249999997486,0.009700999999999162,0.050033,-0.023881444444444448,-0.03034433333333333
2015-02-10,-0.005685307692306925,0.09652546153846232,0.19146659999999802,0.12187719999999999,0.10104415384615308
2015-02-11,0.03263257142857143,0.026005642857140014,0.062169181818181825,-0.09262954545454363,-0.06315621428571284
2015-02-12,-0.00845249999999875,-0.075826625,-0.07527258333333083,-0.04277966666666501,-0.029413874999998122
2015-02-13,0.030404937499998747,-0.04218656250000187,-0.06710461538461768,-0.011246384615385383,0.04432906249999938
2015-02-16,0.0007103529411752938,-0.004189058823528826,-0.009501384615383078,-0.0048752307692299995,-0.00421970588235235
2015-02-17,0.1309151111111089,0.11917199999999942,0.003435928571430733,-0.021465214285713574,0.12432194444444168
2015-02-18,-0.11113042105263156,-0.012142421052630008,0.008216933333332009,0.002128400000000002,-0.07882057894736892
2015-02-19,-0.04450763157894841,0.05333226315789527,-0.06644362499999998,-0.11297456249999996,0.05107084999999951
2015-02-20,0.015477649999999997,0.048079500000000476,0.1209194374999994,0.15717693750000064,0.052773299999998975
2015-02-23,0.01238800000000098,-0.06014264999999999,-0.003973000000002361,-0.033239411764708245,-0.06616350000000253
2015-02-24,0.04574852380952333,0.01037290476190525,-0.08931541176470648,0.015270000000000596,0.01976719047619048
2015-02-25,0.06796114285714237,0.025156523809522845,0.030608111111109997,0.09680866666666388,0.08207295238095144
2015-02-26,0.04711486363636407,-0.08710663636363593,-0.027451777777778883,-0.0896166666666661,-0.045781181818180444
2015-02-27,-0.0036560909090909122,0.04405586363636271,-0.019491333333332226,0.051800944444443345,-0.02436545454545546
2015-03-02,-0.01422727272727045,-0.07631818181818091,-0.06911111111111,-0.05855555555555556,-0.035681818181817725
2015-03-03,-0.056846500000000445,-0.10216340909091001,-0.06695016666666555,-0.14989772222222109,-0.09599377272727272
2015-03-04,0.06314631818181816,0.02710713636363272,0.026173499999998344,0.08235561111110999,0.024102826086953476
2015-03-05,0.00025139130434912035,0.016093608695655216,0.05183689473684263,-0.016495052631578425,-0.05344508695652001
2015-03-06,0.011295173913044774,0.11909804347826174,0.08695647368421422,-0.16404510526315738,-0.04394969565217132
2015-03-09,0.01877913043478392,0.03901378260869479,0.05684831578947262,0.09163694736842212,0.08106521739130347
2015-03-10,-0.04416621739130653,-0.015514304347827832,0.03704631578947368,0.03720210526315686,0.09758604347825914
2015-03-11,-0.015285565217390435,0.03070813043478131,-0.026945736842105796,-0.020186736842103686,-0.053998739130435236
2015-03-12,0.0250088260869574,-0.06833278260869478,-0.15515673684210474,0.02216910526315738,-0.02668104166666667
2015-03-13,0.0668245217391326,-0.07248878260869739,-0.013750842105263152,0.041545157894737915,0.04591666666666789
2015-03-16,0.1024005217391313,0.009193478260870865,-0.00472480000000051,-0.0310040499999995,0.09199604166666542
2015-03-17,0.098693875,0.11299333333333042,0.17010134999999849,-0.017652999999998496,0.07736333333333373
2015-03-18,-0.13823737499999914,-0.14209995833333333,-0.15554854999999906,0.12398059999999952,0.017049583333333323
2015-03-19,0.032644458333333765,0.08840912500000042,0.07479870000000102,-0.039215850000000003,0.025906333333334176
2015-03-20,0.009971875000000423,0.03675583333333292,0.04876769999999749,-0.06604589999999952,0.09116124999999912
2015-03-23,0.02108274999999791,-0.07783095833333332,-0.015898900000000504,0.0540839000000005,0.04584799999999916
2015-03-24,-0.06172341666666667,-0.0052611249999987494,-0.092689849999997,-0.13867045,-0.07213566666666542
2015-03-25,-0.06245745833333419,-0.022210166666667915,0.07870079999999902,0.005470100000001003,0.002574374999998334
2015-03-26,-0.01473820833333583,-0.007433333333332914,-0.022327049999997493,0.025653800000000997,0.010537333333332918
2015-03-27,-0.0018678749999995864,-0.008198916666666245,-0.010001950000000502,0.07129155000000098,0.013760083333334165
2015-03-30,0.006011583333334169,-0.00092695833333416,-0.009601750000000998,-0.017069349999998994,0.020689374999998747
2015-03-31,-0.06158295833333292,-0.06409800000000085,0.030047349999997006,-0.1133874499999995,-0.06943366666666832
2015-04-01,0.03195833333333167,0.06825,0.060649999999998996,0.1765499999999995,0.04783333333333249
2015-04-02,0.07012616666666835,-0.004294541666666251,-0.11755738095238001,-0.07334433333333332,-0.05946751999999799
2015-04-03,0.0,0.0,0.0,0.0,0.0
2015-04-06,0.0,0.0,0.0,0.0,0.0
2015-04-07,0.0,0.0,0.0,0.0,0.0
2015-04-08,0.023495359999999185,0.056676799999999194,0.09296185714285665,-0.012002142857141393,0.0365778799999992
2015-04-09,0.06136760000000041,-0.05165464000000081,-0.14938852380952142,0.12684280952380905,0.04977788000000041
2015-04-10,-0.1142627999999992,0.0340730400000008,0.021755809523810014,-0.08845280952380905,-0.07568143999999917
2015-04-13,0.0158466000000004,0.004430720000000394,0.03955145454545546,0.021836863636364556,-0.0057529199999992
2015-04-14,-0.007277839999999202,0.0834568800000004,-0.0772880909090909,-0.04626077272727318,-0.03755371999999921
2015-04-15,-0.011356720000000004,0.056359439999998796,0.08557345454545365,0.03283463636363727,0.04268092
2015-04-16,0.012173480000000401,-0.03181752000000119,0.016664772727273167,0.12302540909091045,0.023676919999999976
2015-04-17,0.009970759999999997,-0.031944599999999206,-0.04572572727272591,-0.004249318181818199,-0.015285461538460393
2015-04-20,-0.0010298800000000004,-0.023300039999999193,-0.04836478260869478,0.045411999999999994,0.009612346153846154
2015-04-21,0.04774715384615269,-0.02121976923076808,0.06379660869565218,-0.07854165217391304,0.011718346153846154
2015-04-22,-0.07458761538461461,0.04332196153846037,-0.08109234782608651,0.0662473913043474,-0.05258669230769309
2015-04-23,-0.02176023076923115,0.07416903846153654,0.03934930434782565,0.02418713043478261,-0.004051230769231147
2015-04-24,0.07918219230769116,0.05193634615384384,0.04972086956521523,0.015010826086956084,0.07935915384615269
2015-04-27,-0.006605384615388068,-0.04361484615384692,-0.10412352173913043,0.03454995652173739,-0.06088296153846462
2015-04-28,-0.08095738461538461,-0.007520615384616926,-0.0847158749999996,-0.0541900833333325,-0.07379588461538464
2015-04-29,0.03307388461538462,-0.039086038461537694,-0.054126999999998746,0.06700074999999918,-0.017093923076923083
2015-04-30,-0.030575807692306927,0.015093884615384993,0.06355470833333292,-0.046032000000000003,-0.035205807692308466
2015-05-01,0.019192307692307297,0.0014615384615400124,-0.0655833333333325,0.013541666666665002,-0.0035384615384619197
2015-05-04,-0.029498461538461536,-0.05177426923077037,-0.10302333333333166,0.025979124999998337,-0.066052
2015-05-05,0.033611307692308086,-0.014907346153845773,0.061146791666667095,0.05699304166666584,0.06570546153846155
2015-05-06,-0.009970846153845378,-0.08724038461538346,-0.025838375000000406,0.04568512499999875,0.009462423076922306
2015-05-07,0.07200003846153806,0.09677138461538347,0.06932666666666666,0.05202445833333124,0.09014846153845961
2015-05-08,0.011057153846154235,-0.034092500000001164,-0.016814625000000003,0.01613837499999791,-0.040484777777777786
2015-05-11,0.07869399999999807,0.016204807692309586,0.04908266666666626,-0.06223387500000168,0.0904694444444426
2015-05-12,-0.16197307692307694,-0.03599019230769385,-0.05021179166666708,0.1185976250000004,-0.04628511111111111
2015-05-13,-0.09025434615384537,0.06778099999999809,-0.011447583333334168,0.1051099166666671,-0.019559629629629253
2015-05-14,0.18444365384615308,0.11785115384615537,-0.07851620833333291,-0.06873100000000003,0.051535259259259995
2015-05-15,0.07256077777777702,0.10635496296296447,0.17972458333333421,-0.24009508333333374,0.0771788148148148
2015-05-18,0.020871925925924434,0.025980111111109996,0.03880454166666498,0.05191929166666626,0.10746881481481187
2015-05-19,-0.025635740740741854,-0.018457333333332594,-0.04232624999999875,0.03358116666666626,0.013377296296296297
2015-05-20,0.013122481481481488,0.03455285185185296,0.08565466666666752,0.007736166666666246,0.011566925925926666
2015-05-21,0.04314814814814925,-0.046885925925925186,-0.07020395833333125,0.030722499999999153,-0.03888237037036926
2015-05-22,0.03973740740740704,0.09752544444444405,0.03387337500000166,0.04205420833333542,0.08191937037037297
2015-05-25,0.04190222222222259,-0.004783481481482597,-0.03701574999999833,0.07963575000000124,0.04390900000000148
