,LMD,HIV4,VADER,FinBERT,Average
2015-02-03,0.101062750000005,0.019776000000002493,0.020635999999996664,-1.2250693333333367,-0.23344624999999752
2015-02-04,-0.004086499999999974,0.245859166666665,0.08226524999999998,0.08245175000000002,0.014543333333333342
2015-02-05,-0.04944466666666667,0.07347422222221998,0.1523638571428557,0.03137142857142857,0.014130888888887768
2015-02-06,-0.036443599999999014,-0.23536029999999794,-0.17936171428571573,0.07050785714285712,0.025786299999999922
2015-02-09,-0.03329316666666666,0.009290833333332495,0.04936599999999999,-0.05648566666666555,-0.05239966666666751
2015-02-10,0.14109169230769228,0.09975361538461615,0.18676329999999802,0.09669229999999998,0.1003546153846146
2015-02-11,0.12126878571428645,-0.0037612142857157004,0.061348000000000916,-0.039274363636362726,0.043880714285715
2015-02-12,-0.04736224999999874,-0.11683993749999873,-0.07145883333333083,-0.04509849999999833,-0.06844368749999749
2015-02-13,0.09739637499999876,-0.0037365000000018737,-0.06511100000000232,0.004468153846152307,0.0032301249999987496
2015-02-16,0.001412823529410588,-0.005642882352941176,-0.00996246153846,-0.0028793076923069255,-0.002777058823528824
2015-02-17,0.13546733333333166,0.062399055555553334,0.07092642857143003,-0.0022389285714285827,0.055561499999997224
2015-02-18,-0.1252662105263163,-0.01521826315789368,0.04878659999999866,0.0019209333333333415,-0.11747026315789524
2015-02-19,0.11304294736841844,0.054899842105263684,-0.020213562499999987,-0.0357381875,0.053235150000000515
2015-02-20,0.096551699999999,0.07516185,0.13413499999999937,0.14053606250000186,-0.012942450000001009
2015-02-23,0.009274400000000495,-0.050022500000000504,-0.00397300000000235,-0.0012940000000017586,-0.07179440000000202
2015-02-24,-0.01376619047619095,0.008939285714286196,-0.08931541176470648,0.02640041176470765,0.04124471428571428
2015-02-25,0.04905214285714427,0.023091619047619055,0.021935666666665556,0.08418955555555335,0.07608799999999952
2015-02-26,0.013232318181818166,-0.08621199999999954,-0.039182388888888885,-0.06601627777777722,-0.011579863636362701
2015-02-27,-0.01660613636363682,0.048534363636362265,-0.01561855555555445,0.022989333333332224,0.003403363636363185
2015-03-02,-0.026136363636360925,0.025000000000001372,-0.06833333333333222,-0.04083333333333389,0.021181818181818635
2015-03-03,-0.033528454545455014,-0.07251768181818273,-0.057951944444443876,-0.12535749999999887,-0.11061386363636408
2015-03-04,0.06485977272727181,0.07087631818181453,0.10678644444444224,0.02110299999999944,0.02978191304347609
2015-03-05,-0.00022721739130304828,-0.017001782608693478,0.04710010526315895,-0.02102010526315684,-0.03173191304347609
2015-03-06,0.028583217391305656,0.1614742608695665,0.05656626315789843,-0.15920821052631523,-0.06299665217390953
2015-03-09,-0.05306343478260738,0.01124813043478174,0.10510889473684107,0.10282715789473791,0.08805626086956392
2015-03-10,-0.03465873913043782,-0.052989826086958264,0.14616131578947364,-0.051592000000001054,0.07232082608695482
2015-03-11,-0.004864347826086078,0.007487391304346083,-0.05855173684210579,-0.021810894736841054,-0.05543621739130479
2015-03-12,0.011400652173913924,-0.009226043478260861,-0.15664847368421056,0.010250368421052113,-0.03529887499999956
2015-03-13,0.050142043478262184,-0.11076356521739217,0.031569210526315825,0.04138784210526369,0.08166675000000082
2015-03-16,0.10644295652174,0.03569526086956566,0.003692349999999499,-0.0600443499999995,0.13177454166666625
2015-03-17,0.05527508333333416,0.056131291666665424,0.19057589999999902,-0.011463099999998505,0.1329048333333333
2015-03-18,-0.07234749999999918,-0.14486449999999831,-0.162059449999999,0.07869660000000048,0.04408170833333418
2015-03-19,0.03526683333333416,0.06242533333333333,0.08514210000000104,-0.0326473000000005,0.006753500000001677
2015-03-20,0.017078416666666662,0.011194958333332911,0.048715599999997486,-0.05703814999999849,0.006389249999999986
2015-03-23,0.02579774999999875,-0.06812066666666666,-0.015898900000000514,0.0402759500000005,0.0956818333333325
2015-03-24,-0.008173458333332915,-0.01660708333333209,-0.092689849999997,-0.13339614999999952,-0.07816854166666584
2015-03-25,-0.04114958333333416,-0.02421250000000125,0.07915124999999901,0.02251580000000099,-0.015091125000002068
2015-03-26,-0.002180083333334164,-0.02165175,-0.0223270499999975,0.018020100000000996,0.0112549166666675
2015-03-27,0.017668166666667918,-0.0053243333333325,-0.0038117000000000003,0.07100260000000151,-0.0265504166666654
